"period","recipe_name","clean_name","portion_unit","cogs_account","total_cost","cost_per_portion","loaded_at"
"P03-2026","MI DCSW Chicken Tikka Bowl","DCSW Chicken Tikka Bowl","Each",,2.5126,2.5126,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI DCSW Paneer Tikka Bowl","DCSW Paneer Tikka Bowl","Each",,3.0010,3.0010,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI DCSW Roasted Veggies Bowl","DCSW Roasted Veggies Bowl","Each",,2.6204,2.6204,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI DCSW Spicy Chicken Bowl","DCSW Spicy Chicken Bowl","Each",,2.3120,2.3120,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Eat Your Veggies - In House","Eat Your Veggies - In House","Each",,2.6211,2.6211,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Eat Your Veggies - Online","Eat Your Veggies - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI EF Tours Reserved Seating","EF Tours Reserved Seating","Each",,3.4948,3.4948,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Eurest BYO Bowl","Eurest BYO Bowl","Each",,3.1280,3.1280,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Eurest BYO Double Protein Bowl","Eurest BYO Double Protein Bowl","Each",,4.1937,4.1937,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Eurest BYO Premium Bowl","Eurest BYO Premium Bowl","Each",,3.0933,3.0933,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Extra Veggie","Extra Veggie","Each",,0.2805,0.2805,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Feed the Fridge Chicken Bowl","Feed the Fridge Chicken Bowl","Each",,1.5350,1.5350,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Feed the Fridge Veg Bowl","Feed the Fridge Veg Bowl","Each",,1.4237,1.4237,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Food Fleet Chicken Tikka Bowl","Food Fleet Chicken Tikka Bowl","Each",,2.6805,2.6805,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Food Fleet Fannie Mae Bowl","Food Fleet Fannie Mae Bowl","Each",,3.1041,3.1041,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Food Fleet Google Bowl","Food Fleet Google Bowl","Each",,2.8400,2.8400,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Food Fleet Spicy Chili Chicken Bowl","Food Fleet Spicy Chili Chicken Bowl","Each",,2.7391,2.7391,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda BYO Chicken Tikka Bowl","Fooda BYO Chicken Tikka Bowl","Each",,2.8634,2.8634,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda BYO Harvest Veg Bowl","Fooda BYO Harvest Veg Bowl","Each",,3.0004,3.0004,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda BYO Paneer Bowl","Fooda BYO Paneer Bowl","Each",,3.2423,3.2423,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda BYO Spicy Chicken Bowl","Fooda BYO Spicy Chicken Bowl","Each",,2.8392,2.8392,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda Chicken Curry Bowl","Fooda Chicken Curry Bowl","Each",,2.3955,2.3955,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda Chicken Tikka Masala Bowl","Fooda Chicken Tikka Masala Bowl","Each",,2.3663,2.3663,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda CloudHQ BYO Bowl","Fooda CloudHQ BYO Bowl","Each",,3.0274,3.0274,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda Finnegan BYO Bowl","Fooda Finnegan BYO Bowl","Each",,3.0274,3.0274,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda Qualtrics BYO Bowl","Fooda Qualtrics BYO Bowl","Each",,3.0274,3.0274,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda Tandoori Paneer Bowl","Fooda Tandoori Paneer Bowl","Each",,3.1607,3.1607,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fooda T-Mobile BYO Bowl","Fooda T-Mobile BYO Bowl","Each",,3.0274,3.0274,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Foodee Aloo Need Is Love","Foodee Aloo Need Is Love","Each",,2.5478,2.5478,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Foodee Caul Me Maybe","Foodee Caul Me Maybe","Each",,2.7820,2.7820,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Foodee Eat Your Veggies","Foodee Eat Your Veggies","Each",,2.7405,2.7405,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Foodee Tikka Chance On Me","Foodee Tikka Chance On Me","Each",,2.9705,2.9705,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Fresh Young Coconut","Fresh Young Coconut","Each",,3.3278,3.3278,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Garlic Naan Basket Large","Garlic Naan Basket Large","Each",,6.9196,6.9196,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Garlic Naan Basket Small","Garlic Naan Basket Small","Each",,3.9408,3.9408,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Goa Your Own Way - In House","Goa Your Own Way - In House","Each",,5.0158,5.0158,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Goa Your Own Way - Online","Goa Your Own Way - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Govt Shutdown Bowl - Chicken","Govt Shutdown Bowl - Chicken","Each",,2.8541,2.8541,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Govt Shutdown Bowl - Veg","Govt Shutdown Bowl - Veg","Each",,2.9911,2.9911,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Grain Bowl - In House","Grain Bowl - In House","Each",,1.7465,1.7465,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Grain Bowl - Online","Grain Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Green Jackfruit","Green Jackfruit","Each",,0.7916,0.7916,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Greens + Grains Bowl - In House","Greens + Grains Bowl - In House","Each",,1.7647,1.7647,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Greens + Grains Bowl - Online","Greens + Grains Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Guest Services BYO Chicken Tikka Bowl","Guest Services BYO Chicken Tikka Bowl","Each",,2.6882,2.6882,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Guest Services BYO Harvest Veg Bowl","Guest Services BYO Harvest Veg Bowl","Each",,2.8252,2.8252,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Guest Services BYO Paneer Bowl","Guest Services BYO Paneer Bowl","Each",,3.0671,3.0671,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Guest Services BYO Spicy Chicken Bowl","Guest Services BYO Spicy Chicken Bowl","Each",,2.6640,2.6640,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Harvest Chicken Bowl - Catering","Harvest Chicken Bowl - Catering","Each",,3.3209,3.3209,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Harvest Chicken Bowl - In House","Harvest Chicken Bowl - In House","Each",,3.2733,3.2733,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Harvest Chicken Bowl - Online","Harvest Chicken Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Harvest Vegetables - Catering - Additional Item","Harvest Vegetables - Catering - Additional Item","Each",,13.3392,13.3392,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Harvest Veggies","Roasted Vegetables","Each",,0.8169,0.8169,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Harvest Veggies - Classic","Harvest Veggies - Classic","Each",,0.5421,0.5421,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Harvest Veggies - Desi Deluxe","Harvest Veggies - Desi Deluxe","Each",,0.5149,0.5149,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Harvest Veggies - Kids","Harvest Veggies - Kids","Each",,0.4085,0.4085,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Harvest Veggies - Party Pack","Harvest Veggies - Party Pack","Each",,0.6189,0.6189,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Home Cooking - In House","Home Cooking - In House","Each",,5.1429,5.1429,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Home Cooking - Online","Home Cooking - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Hot Masala Chai","Hot Masala Chai","Each",,1.6062,1.6062,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Hot Masala Chai - 3/4 Gallon","Hot Masala Chai - 3/4 Gallon","Each",,16.1362,16.1362,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Hot Masala Chai - OLD","Hot Masala Chai - OLD","Inactive",,1.4930,1.4930,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Hot Oat Milk Masala Chai","Hot Oat Milk Masala Chai","Each",,1.9366,1.9366,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Hot Oat Milk Masala Chai - 3/4 Gallon","Hot Oat Milk Masala Chai - 3/4 Gallon","Each",,19.0203,19.0203,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Hot Oat Milk Masala Chai - OLD","Hot Oat Milk Masala Chai - OLD","Inactive",,1.8234,1.8234,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI House Vinaigrette Dressing - Classic","House Vinaigrette Dressing - Classic","Each",,0.0396,0.0396,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI House Vinaigrette Dressing - Desi Deluxe","House Vinaigrette Dressing - Desi Deluxe","Each",,0.0442,0.0442,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI House Vinaigrette Dressing - Party Pack","House Vinaigrette Dressing - Party Pack","Each",,0.0460,0.0460,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Basmati Rice","HUNGRY Basmati Rice","Each",,2.5856,2.5856,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY BYO Chicken Tikka + Avocado Salad","HUNGRY BYO Chicken Tikka + Avocado Salad","Inactive",,2.8776,2.8776,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY BYO Chicken Tikka Bowl","HUNGRY BYO Chicken Tikka Bowl","Inactive",,2.4453,2.4453,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY BYO Lamb Kebab Bowl","HUNGRY BYO Lamb Kebab Bowl","Inactive",,2.9697,2.9697,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY BYO Paneer Tikka Bowl","HUNGRY BYO Paneer Tikka Bowl","Inactive",,2.9140,2.9140,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY BYO Spiced Cauliflower + Quinoa","HUNGRY BYO Spiced Cauliflower + Quinoa","Inactive",,2.6041,2.6041,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY BYO Spicy Chili Chicken Bowl","HUNGRY BYO Spicy Chili Chicken Bowl","Inactive",,2.3740,2.3740,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY BYO Sweet Potato Bowl","HUNGRY BYO Sweet Potato Bowl","Inactive",,1.8435,1.8435,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY BYO Tofu Cauliflower Bowl","HUNGRY BYO Tofu Cauliflower Bowl","Inactive",,1.8508,1.8508,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Carrot Slaw","HUNGRY Carrot Slaw","Each",,3.1203,3.1203,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Cauliflower + Potato","HUNGRY Cauliflower + Potato","Each",,16.5505,16.5505,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Charred Eggplant","HUNGRY Charred Eggplant","Each",,9.9318,9.9318,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Chicken Tikka","HUNGRY Chicken Tikka","Each",,16.2425,16.2425,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Chicken Tikka + Avocado Salad","HUNGRY Chicken Tikka + Avocado Salad","Each",,2.9981,2.9981,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Chicken Tikka Noodle Bowl","HUNGRY Chicken Tikka Noodle Bowl","Each",,3.1388,3.1388,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Chicken Tikka Rice Bowl","HUNGRY Chicken Tikka Rice Bowl","Each",,2.9705,2.9705,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Coconut Ginger Sauce","HUNGRY Coconut Ginger Sauce","Each",,7.0207,7.0207,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Coriander Chili","HUNGRY Coriander Chili","Each",,8.6797,8.6797,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Cucumber Cubes","HUNGRY Cucumber Cubes","Each",,2.9035,2.9035,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Garlic Naan","HUNGRY Garlic Naan","Each",,0.5958,0.5958,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Ginger Shrimp Bowl","HUNGRY Ginger Shrimp Bowl","Each",,5.1429,5.1429,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Ginger Tamarind","HUNGRY Ginger Tamarind","Each",,7.3589,7.3589,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Harvest Veggies","HUNGRY Harvest Veggies","Each",,17.8235,17.8235,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY House Vinaigrette","HUNGRY House Vinaigrette","Each",,3.3004,3.3004,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Indian Street Corn","HUNGRY Indian Street Corn","Each",,0.9330,0.9330,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Indian Yogurt","HUNGRY Indian Yogurt","Each",,4.7855,4.7855,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Kachumber Salad","HUNGRY Kachumber Salad","Each",,4.3592,4.3592,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Kokum Vinaigrette","HUNGRY Kokum Vinaigrette","Each",,2.8467,2.8467,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Lamb Kebab Bowl","HUNGRY Lamb Kebab Bowl","Each",,3.5583,3.5583,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Lamb Kebab Meatballs","HUNGRY Lamb Kebab Meatballs","Each",,22.3920,22.3920,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Lemon Turmeric Rice","HUNGRY Lemon Turmeric Rice","Each",,1.9902,1.9902,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Masala Beets","HUNGRY Masala Beets","Each",,7.7058,7.7058,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Mint Cilantro Chutney","HUNGRY Mint Cilantro Chutney","Each",,4.6883,4.6883,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Peanut Sesame","HUNGRY Peanut Sesame","Each",,4.6037,4.6037,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Pickled Onions","HUNGRY Pickled Onions","Each",,2.1394,2.1394,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Pickled Radishes","HUNGRY Pickled Radishes","Each",,1.4728,1.4728,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Roasted Lentils","HUNGRY Roasted Lentils","Each",,0.6113,0.6113,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Sautéed Spinach","HUNGRY Sautéed Spinach","Each",,7.7318,7.7318,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Sexygreens","HUNGRY Sexygreens","Each",,10.6274,10.6274,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY South Indian Rice Noodles","HUNGRY South Indian Rice Noodles","Each",,4.4518,4.4518,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Spiced Chickpeas","HUNGRY Spiced Chickpeas","Each",,3.0619,3.0619,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Spicy Chili Chicken","HUNGRY Spicy Chili Chicken","Each",,15.8070,15.8070,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Spicy Chili Chicken Bowl","HUNGRY Spicy Chili Chicken Bowl","Each",,3.0291,3.0291,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Sweet Potato Bowl","HUNGRY Sweet Potato Bowl","Each",,2.5478,2.5478,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Sweet Potato Tikki","HUNGRY Sweet Potato Tikki","Each",,4.9651,4.9651,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Tamarind Chili Sauce","HUNGRY Tamarind Chili Sauce","Each",,6.1431,6.1431,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Tandoori Paneer","HUNGRY Tandoori Paneer","Each",,14.7857,14.7857,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Tandoori Paneer Bowl","HUNGRY Tandoori Paneer Bowl","Each",,3.4465,3.4465,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Test 1","HUNGRY Test 1","Each",,1.8527,1.8527,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Test 2","HUNGRY Test 2","Each",,1.9119,1.9119,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Test 3","HUNGRY Test 3","Each",,5.3477,5.3477,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Test 5","HUNGRY Test 5","Each",,1.6056,1.6056,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Test 6","HUNGRY Test 6","Each",,435.8543,435.8543,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Test Saag Makai","HUNGRY Test Saag Makai","Each",,9.1608,9.1608,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Tikka Chance On Me","HUNGRY Tikka Chance On Me","Each",,2.9705,2.9705,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Toasted Cumin Yogurt","HUNGRY Toasted Cumin Yogurt","Each",,2.2924,2.2924,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Tomato Garlic Sauce","HUNGRY Tomato Garlic Sauce","Each",,6.3749,6.3749,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Tossed Green Beans","HUNGRY Tossed Green Beans","Each",,18.6056,18.6056,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI HUNGRY Turmeric Ginger Shrimp","HUNGRY Turmeric Ginger Shrimp","Each",,35.2162,35.2162,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Icaro Spearmint Yerba Mate","Icaro Spearmint Yerba Mate","Each",,2.1200,2.1200,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Iced Oat Milk Masala Chai","Iced Oat Milk Masala Chai","Each",,1.9178,1.9178,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Iced Oat Milk Masala Chai - 1 Gallon","Iced Oat Milk Masala Chai - 1 Gallon","Each",,22.0346,22.0346,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Iced Oat Milk Masala Chai - 1/2 Gallon","Iced Oat Milk Masala Chai - 1/2 Gallon","Each",,12.0171,12.0171,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Iced Oat Milk Masala Chai - OLD","Iced Oat Milk Masala Chai - OLD","Inactive",,1.9178,1.9178,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Indaba Sauvignon Blanc - bottle","Indaba Sauvignon Blanc - bottle","Each",,6.1807,6.1807,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Indaba Sauvignon Blanc - glass","Indaba Sauvignon Blanc - glass","Each",,1.4623,1.4623,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Indian Burrito Box for 9 - Catering","Indian Burrito Box for 9 - Catering","Each",,2.2980,2.2980,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Indian Street Corn","Indian Street Corn","Each",,0.0117,0.0117,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Indian Street Corn - Classic","Indian Street Corn - Classic","Each",,0.0140,0.0140,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Indian Street Corn - Desi Deluxe","Indian Street Corn - Desi Deluxe","Each",,0.0131,0.0131,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Indian Street Corn - Party Pack","Indian Street Corn - Party Pack","Each",,0.0163,0.0163,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Indian Yogurt","Indian Yogurt","Each",,0.8092,0.8092,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kachumber Salad","Kachumber Salad","Each",,0.0545,0.0545,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kachumber Salad - Classic","Kachumber Salad - Classic","Each",,0.0654,0.0654,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kachumber Salad - Desi Deluxe","Kachumber Salad - Desi Deluxe","Each",,0.0610,0.0610,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kachumber Salad - Party Pack","Kachumber Salad - Party Pack","Each",,0.0763,0.0763,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kids Meal - In House","Kids Meal - In House","Each",,0.9310,0.9310,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kids Meal - Online","Kids Meal - Online","Each",,1.0244,1.0244,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kingfisher 1 bottle","Kingfisher 1 bottle","Each",,1.5583,1.5583,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kokum Punch","Kokum Punch","Each",,0.5874,0.5874,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kokum Punch - 1 Gallon","Kokum Punch - 1 Gallon","Each",,5.1300,5.1300,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kokum Punch - 1/2 Gallon","Kokum Punch - 1/2 Gallon","Each",,3.5648,3.5648,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kokum Vinaigrette - Portion Cup","Kokum Vinaigrette - Portion Cup","Each",,0.1387,0.1387,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kokum Vinaigrette Dressing","Kokum Vinaigrette","Each",,0.0778,0.0778,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kokum Vinaigrette Dressing - Classic","Kokum Vinaigrette Dressing - Classic","Each",,0.0335,0.0335,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kokum Vinaigrette Dressing - Desi Deluxe","Kokum Vinaigrette Dressing - Desi Deluxe","Each",,0.0374,0.0374,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Kokum Vinaigrette Dressing - Party Pack","Kokum Vinaigrette Dressing - Party Pack","Each",,0.0389,0.0389,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI LaCroix Grapefruit","LaCroix Grapefruit","Each",,0.6127,0.6127,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI LaCroix Lime","LaCroix Lime","Each",,0.6119,0.6119,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Lamb Kebab - Catering - Additional Item","Lamb Kebab - Catering - Additional Item","Each",,19.6218,19.6218,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Lamb Kebab - Classic","Lamb Kebab - Classic","Each",,0.8164,0.8164,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Lamb Kebab - Desi Deluxe","Lamb Kebab - Desi Deluxe","Each",,0.7791,0.7791,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Lamb Kebab - Kids","Lamb Kebab - Kids","Each",,0.9330,0.9330,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Lamb Kebab - Party Pack","Lamb Kebab - Party Pack","Each",,0.9330,0.9330,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Lamb Kebab Bowl - In House","Lamb Kebab Bowl - In House","Each",,3.4442,3.4442,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Lamb Kebab Bowl - Online","Lamb Kebab Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Lamb Kebab Meatballs","Lamb Kebab","Each",,1.8660,1.8660,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Lemon Turmeric Rice","Lemon Turmeric Rice","Each",,0.2488,0.2488,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Lemon Turmeric Rice - Catering - Additional Item","Lemon Turmeric Rice - Catering - Additional Item","Each",,2.1513,2.1513,"2026-06-24 10:52:33.596344+00"
